country,job_role,ai_specialization,experience_level,experience_years,salary_usd,education_required,industry,company_size,year,work_mode,company_rating,job_openings,hiring_difficulty_score,layoff_risk,ai_adoption_score,company_funding_billion,economic_index,ai_maturity_years,vacation_days,skill_demand_score,automation_risk,job_security_score,career_growth_score,work_life_balance_score,promotion_speed,salary_percentile,cost_of_living_index,employee_satisfaction
Australia,NLP Engineer,Generative AI,Entry,1,77911,Bootcamp,Gaming,Medium,2021,Onsite,3.46,3,87.87316744,0.329,47,9.48,76.58,12,26,59,23,75,62,87,33,40,0.78,72
USA,Software Engineer AI,Generative AI,Senior,6,143336,Diploma,Consulting,Medium,2024,Onsite,4.78,7,77.22138088,0.164,49,7.81,46.51,6,20,21,98,74,58,92,30,74,1.97,78
Brazil,Research Scientist,Reinforcement Learning,Senior,7,66924,PhD,Healthcare,Small,2020,Hybrid,4.38,15,67.73156769,0.04,92,4.03,82.44,9,27,2,19,90,61,74,25,51,0.96,71
Netherlands,Data Analyst,Generative AI,Mid,3,48421,PhD,Consulting,Startup,2024,Hybrid,3.35,12,82.56579772,0.119,98,6.68,64.98,6,17,41,32,73,87,73,33,74,1.43,72
India,Research Scientist,Reinforcement Learning,Senior,6,42505,Bachelor,Telecom,Medium,2025,Onsite,4.05,14,73.69988742,0.075,79,1.77,81.07,4,28,64,14,89,59,46,39,13,0.79,62
UAE,Machine Learning Engineer,Forecasting,Lead,15,132793,Bootcamp,Education,Startup,2025,Hybrid,4.03,36,70.47639872,0.073,70,4.27,52.31,7,17,30,9,81,45,45,74,61,2.24,69
India,Data Scientist,MLOps,Entry,1,28000,PhD,Healthcare,Large,2026,Remote,4.56,13,78.28920262,0.358,83,1.59,79.01,3,22,85,75,67,50,73,16,4,0.69,63
Australia,Computer Vision Engineer,LLM,Entry,1,87203,Master,Finance,Enterprise,2021,Remote,3.3,17,65.53255191,0.346,89,7.13,59.11,14,26,39,86,70,80,82,45,6,2.17,78
Germany,Research Scientist,Analytics,Mid,2,69877,Bachelor,Retail,Small,2020,Remote,4.7,30,82.1493223,0.076,67,2.58,83.32,6,20,2,68,81,44,59,25,47,2.19,72
Brazil,Data Scientist,MLOps,Entry,1,32152,Master,Education,Startup,2021,Remote,3.43,17,73.6727044,0.365,56,2.77,72.43,11,18,84,81,53,36,72,57,53,2.09,58
Australia,Data Analyst,Computer Vision,Senior,9,95075,Bachelor,Education,Enterprise,2025,Onsite,3.4,25,54.65960211,0.094,88,3.24,89.59,10,10,73,13,84,61,76,62,72,0.74,76
Australia,Data Scientist,Computer Vision,Mid,5,87360,Bootcamp,Telecom,Small,2024,Remote,4.42,16,88.35092286,0.237,65,3.51,55.83,11,18,23,100,75,42,76,26,97,1.37,67
Singapore,Research Scientist,Analytics,Mid,2,77916,Master,Retail,Medium,2021,Hybrid,3.7,11,45.83441551,0.242,58,8.95,95.05,3,10,3,14,77,60,50,36,27,1.17,60
USA,AI Engineer,Reinforcement Learning,Lead,15,185012,Bootcamp,Energy,Large,2026,Hybrid,4.48,13,50.99001809,0.122,62,6.44,96.61,5,27,92,23,90,51,63,39,46,0.9,86
UAE,NLP Engineer,LLM,Mid,2,79079,PhD,Telecom,Enterprise,2022,Hybrid,4.68,14,46.44402086,0.219,84,3.71,84.08,9,25,60,6,68,48,80,63,37,2.12,73
Australia,Data Analyst,NLP,Mid,5,77839,Bootcamp,Gaming,Small,2026,Onsite,3.49,24,67.89922273,0.164,96,4.35,70.73,10,22,29,76,72,70,73,32,93,2.36,65
USA,Data Scientist,MLOps,Mid,3,118424,Diploma,Consulting,Medium,2022,Hybrid,4.62,21,54.86268987,0.24,91,3.2,89.16,13,14,60,98,73,54,79,79,20,1.64,79
Canada,Computer Vision Engineer,MLOps,Lead,16,165782,Bachelor,Tech,Medium,2020,Onsite,4.62,1,71.12618578,0.137,47,9.24,59.97,8,11,62,25,80,54,69,32,13,2.37,80
Canada,NLP Engineer,Forecasting,Entry,0,70191,Master,Automotive,Large,2025,Remote,4.25,25,28.37148553,0.385,63,1.07,56.72,7,13,52,44,67,38,63,21,16,1.3,70
Germany,AI Engineer,MLOps,Mid,3,72929,PhD,Gaming,Startup,2025,Remote,4.29,21,51.41625692,0.182,57,1.57,76.87,14,27,51,58,64,41,46,74,62,1.17,62
Japan,AI Engineer,Analytics,Senior,6,88413,PhD,Finance,Enterprise,2020,Hybrid,3.51,14,85.06558332,0.048,57,8.65,63.46,11,20,48,64,90,56,57,35,63,1.89,61
Germany,NLP Engineer,Forecasting,Lead,19,203293,Bachelor,Education,Startup,2026,Onsite,3.6,6,63.87012918,0.164,85,7.75,58.69,6,14,41,72,56,72,58,73,61,1.04,73
Japan,Data Analyst,MLOps,Senior,8,84506,Bachelor,Tech,Large,2020,Remote,4.05,24,80.93056912,0.076,92,4.22,96.83,4,19,82,45,86,66,75,34,1,1.49,69
Canada,Software Engineer AI,LLM,Entry,0,73951,PhD,Telecom,Startup,2021,Onsite,4.63,22,38.06535377,0.326,76,4.9,52.81,12,23,20,49,57,64,54,28,20,1.53,77
UAE,Data Analyst,Analytics,Lead,12,92100,Bachelor,Finance,Small,2022,Remote,3.33,26,50.11467992,0.056,69,7.71,64.86,12,29,55,39,86,63,73,57,40,0.54,85
France,Research Scientist,MLOps,Lead,17,157828,Bachelor,Finance,Startup,2021,Onsite,3.62,16,61.21302712,0.107,70,4.24,59.49,8,13,47,80,74,61,34,51,22,1.16,72
India,Research Scientist,NLP,Entry,0,28082,PhD,Automotive,Enterprise,2026,Remote,3.51,10,46.93184401,0.401,60,5.49,74.03,8,25,90,5,70,55,90,12,10,1.46,71
Canada,AI Engineer,Reinforcement Learning,Mid,4,103743,Diploma,Automotive,Small,2022,Hybrid,4.72,14,48.99442739,0.252,51,4.38,50.22,10,18,24,43,74,45,89,28,96,0.79,81
Netherlands,Data Scientist,Reinforcement Learning,Senior,6,101694,Bachelor,Tech,Enterprise,2022,Hybrid,4.23,11,43.79512163,0.127,57,6.64,72.46,6,29,84,93,91,64,92,23,42,0.91,73
Canada,AI Engineer,MLOps,Lead,17,199763,PhD,Healthcare,Startup,2024,Hybrid,3.23,16,50.76498301,0.052,71,0.72,82,14,24,93,17,76,44,52,73,86,1.72,79
Netherlands,Software Engineer AI,LLM,Senior,8,102668,Master,Tech,Medium,2021,Remote,3.9,12,68.45935583,0.043,67,8.75,70.8,14,16,26,58,98,55,72,39,73,1.22,75
India,NLP Engineer,Generative AI,Entry,0,28000,Master,Retail,Startup,2024,Remote,4.61,3,53.36199671,0.398,100,6.13,91.4,7,17,84,78,51,69,39,56,10,1.71,52
Singapore,AI Engineer,Computer Vision,Senior,6,103651,Master,Automotive,Small,2023,Hybrid,4.62,16,64.19434719,0,91,1.76,93.75,13,21,2,81,81,49,75,36,53,2.05,67
Germany,Computer Vision Engineer,NLP,Senior,7,88253,Diploma,Energy,Small,2025,Hybrid,4.11,22,33.02042523,0.071,68,5.71,48.31,12,24,10,15,86,70,56,15,90,1.32,73
UK,NLP Engineer,Computer Vision,Lead,18,194851,Bootcamp,Consulting,Enterprise,2026,Remote,3.65,17,28.70289664,0.147,77,4.03,66.36,5,20,5,40,81,61,79,29,11,2.09,86
Singapore,Machine Learning Engineer,Reinforcement Learning,Senior,7,131700,Master,Retail,Enterprise,2021,Hybrid,3.62,15,60.07661658,0.067,70,6.87,67.45,5,25,8,73,91,61,61,43,42,1.01,78
Brazil,Machine Learning Engineer,LLM,Mid,4,47639,PhD,Finance,Large,2024,Onsite,3.22,4,62.00548653,0.192,45,0.66,73.99,8,30,45,58,82,25,62,48,74,1.66,55
Singapore,Data Scientist,Reinforcement Learning,Senior,6,93030,Master,Consulting,Enterprise,2024,Hybrid,3.63,3,74.07333713,0,67,0.99,97.02,7,23,76,85,92,44,88,27,75,1.62,79
India,Research Scientist,MLOps,Entry,0,28000,Master,Energy,Large,2020,Onsite,4.15,4,52.12601789,0.302,72,7.81,76.86,7,10,48,59,76,80,74,12,46,1.98,60
Singapore,NLP Engineer,Computer Vision,Lead,19,163419,Master,Telecom,Startup,2020,Remote,3.56,25,35.9114516,0.111,85,6.22,68.56,8,23,94,87,71,65,57,57,58,2.13,74
Netherlands,Data Scientist,Analytics,Mid,5,89438,Bachelor,Tech,Startup,2020,Hybrid,3.75,21,46.97842341,0.149,96,8.96,73.9,12,10,91,2,77,81,48,41,95,1.29,69
Netherlands,Data Analyst,Forecasting,Senior,10,96220,Master,Tech,Enterprise,2024,Hybrid,3.8,11,77.289092,0.045,71,3.22,48.96,9,20,41,78,90,62,79,19,82,1.9,74
Japan,Software Engineer AI,Analytics,Mid,4,92738,Bachelor,Telecom,Medium,2026,Remote,4.8,18,89.89839323,0.2,56,6.77,60.57,14,19,50,56,76,54,64,18,66,1.75,79
Australia,Data Scientist,Generative AI,Lead,17,155313,Bachelor,Retail,Enterprise,2024,Remote,3.98,14,70.41201414,0.09,92,8.07,93,6,28,10,97,84,79,92,18,41,1.92,85
Brazil,NLP Engineer,LLM,Senior,6,60034,Master,Tech,Small,2022,Onsite,4.34,12,37.97495585,0.084,69,1.06,76.43,7,28,77,20,83,57,72,16,50,1.55,67
USA,NLP Engineer,Computer Vision,Senior,9,154221,PhD,Retail,Medium,2023,Hybrid,3.76,27,59.68490838,0.121,63,6.8,84.46,5,12,63,54,82,46,53,44,24,2.16,77
Brazil,Data Scientist,MLOps,Entry,1,32523,Bootcamp,Finance,Medium,2025,Onsite,4.31,20,62.50895977,0.433,46,9.18,96.61,9,20,27,21,61,56,88,32,88,0.94,73
France,Research Scientist,LLM,Lead,17,150066,Bootcamp,Consulting,Medium,2025,Remote,4.44,16,61.27182703,0.051,57,6.63,66.24,11,19,82,28,86,51,84,61,90,1.57,75
Netherlands,NLP Engineer,Computer Vision,Mid,3,89080,Bootcamp,Healthcare,Small,2021,Onsite,4.45,17,91.75651403,0.159,100,5.53,59.93,3,21,28,25,86,69,73,48,47,2.38,67
Australia,Research Scientist,LLM,Lead,16,158723,Diploma,Finance,Large,2021,Remote,4.02,5,52.00352196,0.059,46,7.69,77.29,6,28,11,25,94,53,62,57,40,1.24,84
Canada,Machine Learning Engineer,Reinforcement Learning,Mid,5,110081,PhD,Automotive,Large,2023,Hybrid,3.82,21,47.74441181,0.238,52,0.55,63.25,13,14,74,12,66,40,60,36,6,0.59,78
Australia,Research Scientist,MLOps,Lead,15,208501,PhD,Telecom,Small,2023,Onsite,4.68,9,46.15074221,0.121,57,0.7,75.57,4,17,41,72,72,34,85,66,30,2.35,92
Singapore,Software Engineer AI,LLM,Lead,17,169315,Bootcamp,Consulting,Enterprise,2023,Hybrid,4.39,17,44.36837249,0.105,66,4.15,78.76,6,16,91,93,87,57,76,67,28,0.65,82
UAE,Data Analyst,Reinforcement Learning,Senior,9,69254,Master,Education,Small,2024,Hybrid,4.64,9,86.14762186,0.09,81,5.97,67.81,9,26,13,99,85,75,56,33,99,1.58,65
Germany,Research Scientist,Computer Vision,Mid,2,83311,Diploma,Tech,Medium,2023,Hybrid,4.39,13,34.63979146,0.173,92,3.26,59.82,9,18,96,99,82,63,78,35,52,2.06,74
Brazil,AI Engineer,NLP,Senior,10,72209,Bootcamp,Consulting,Large,2020,Onsite,4.41,10,42.53724344,0,62,6.33,51.21,9,18,44,5,87,49,76,20,11,1.97,75
Germany,Machine Learning Engineer,Computer Vision,Lead,13,167157,Master,Tech,Enterprise,2022,Hybrid,4.6,20,39.54635889,0.013,86,4.58,66.11,5,30,86,88,94,50,85,13,15,1.07,83
France,AI Engineer,Generative AI,Mid,5,86179,Bootcamp,Consulting,Enterprise,2026,Hybrid,3.51,20,57.67526594,0.245,67,3.52,76.2,14,21,91,63,72,53,94,29,29,2.21,79
UK,Data Scientist,Computer Vision,Lead,18,146286,PhD,Gaming,Startup,2023,Onsite,3.54,10,4.842852872,0.061,45,5.69,79.72,3,10,61,44,74,38,56,77,55,2.34,70
UAE,NLP Engineer,NLP,Senior,10,109565,PhD,Education,Small,2026,Hybrid,3.74,8,63.79101732,0.17,75,1.31,87.81,14,10,78,90,74,49,62,22,75,2.42,73
Brazil,Research Scientist,MLOps,Entry,1,40722,Bachelor,Finance,Startup,2022,Onsite,4.56,24,52.54987967,0.373,80,5.37,48.48,7,14,32,76,51,61,54,59,81,1.52,54
UK,Computer Vision Engineer,Computer Vision,Mid,4,90599,Diploma,Energy,Medium,2020,Onsite,3.39,14,63.50088568,0.231,61,6.34,91.2,10,18,83,12,75,59,56,28,55,2.27,63
Netherlands,Research Scientist,Computer Vision,Mid,2,87354,PhD,Retail,Enterprise,2020,Onsite,4.59,17,68.49061588,0.145,87,0.5,95.84,7,15,31,7,80,44,80,12,93,1.23,76
Japan,NLP Engineer,Generative AI,Mid,4,85943,Master,Education,Enterprise,2025,Onsite,3.67,15,93.83220587,0.174,57,1.29,86.25,7,17,66,72,75,48,69,12,98,1.63,69
Brazil,Machine Learning Engineer,Forecasting,Lead,18,83427,Bachelor,Telecom,Startup,2021,Onsite,4.31,7,27.66069608,0.059,70,5.2,79.63,14,13,97,65,72,67,57,98,41,1.4,62
USA,AI Engineer,Analytics,Entry,0,66795,Diploma,Energy,Large,2022,Onsite,3.26,21,44.70218867,0.4,88,4.07,92.32,10,24,15,70,62,65,63,13,2,1.09,65
Australia,AI Engineer,LLM,Entry,1,78732,Bootcamp,Education,Large,2025,Onsite,4.44,22,36.22725907,0.413,69,1.17,82.56,7,28,85,33,59,50,56,14,38,1.81,73
Canada,NLP Engineer,Analytics,Lead,16,166214,Bootcamp,Retail,Startup,2023,Onsite,4.6,24,73.24196185,0,81,7.38,97.5,6,29,89,89,75,71,63,91,80,1.34,87
France,Machine Learning Engineer,Computer Vision,Entry,0,63309,Bootcamp,Education,Small,2024,Hybrid,4.43,20,40.61100219,0.446,73,8.24,55.45,9,17,99,28,67,66,62,37,97,1.76,62
Brazil,Software Engineer AI,MLOps,Senior,7,48611,Bootcamp,Finance,Small,2021,Onsite,3.86,16,30.70950644,0,95,4.68,60.97,5,23,30,91,87,67,60,33,84,2.21,75
Netherlands,Computer Vision Engineer,Computer Vision,Senior,9,107544,Diploma,Consulting,Small,2024,Remote,4.36,26,46.92002568,0.043,88,4.66,78.29,10,27,24,72,89,70,72,36,68,2.38,76
USA,Data Analyst,LLM,Entry,1,52852,Diploma,Tech,Enterprise,2021,Onsite,3.26,7,65.88366236,0.372,74,7.09,49.73,13,28,21,15,59,70,70,30,5,2.01,67
India,Research Scientist,Generative AI,Senior,9,57375,Bootcamp,Education,Medium,2023,Onsite,3.67,35,58.88464592,0.122,78,8.31,59.82,4,13,74,49,87,79,60,34,41,1.19,73
Australia,Machine Learning Engineer,Analytics,Entry,1,78638,Bachelor,Energy,Medium,2022,Onsite,3.26,8,75.87963894,0.31,63,8.35,99.93,6,10,26,20,67,68,73,24,16,2.03,68
Australia,AI Engineer,Forecasting,Senior,7,124894,Bootcamp,Telecom,Small,2022,Onsite,3.36,42,40.71115055,0.067,63,0.92,52.91,11,21,14,85,87,45,67,68,39,2.18,79
USA,AI Engineer,Forecasting,Entry,1,84094,Master,Gaming,Large,2023,Remote,4.68,25,40.01789597,0.464,70,8.45,49.86,10,18,70,38,58,61,77,49,84,1.39,72
Australia,Computer Vision Engineer,NLP,Senior,10,134740,PhD,Automotive,Small,2022,Onsite,3.66,9,35.52592227,0.079,70,3.68,92.19,5,21,4,73,86,51,80,27,47,1.08,85
France,Software Engineer AI,Computer Vision,Lead,17,166928,Bachelor,Automotive,Medium,2025,Remote,3.65,16,0,0.106,63,0.28,76.59,4,21,49,42,77,31,60,60,54,2.23,80
UK,Research Scientist,Analytics,Mid,3,89932,Diploma,Telecom,Small,2025,Onsite,3.6,19,52.07765436,0.233,59,0.65,47.29,14,17,4,100,67,28,64,64,11,0.56,64
Australia,Computer Vision Engineer,LLM,Senior,6,123976,PhD,Tech,Enterprise,2020,Hybrid,3.3,9,56.41848288,0,40,2.66,57.7,7,25,50,32,85,29,89,17,62,2,76
UAE,Machine Learning Engineer,Analytics,Mid,2,62354,PhD,Automotive,Startup,2024,Remote,4.65,12,60.32938756,0.213,87,7.11,77.17,7,27,53,53,68,70,70,31,53,1.4,64
Singapore,Research Scientist,Forecasting,Lead,19,183969,Bootcamp,Finance,Startup,2020,Hybrid,3.54,15,71.90566168,0.133,74,7.61,88.08,11,15,71,29,69,67,42,94,39,2.23,73
Australia,Data Analyst,Forecasting,Entry,0,44336,Bootcamp,Energy,Enterprise,2026,Hybrid,3.24,30,41.91656537,0.358,78,8.6,77.67,12,17,40,96,68,73,81,58,14,2.28,67
UAE,Research Scientist,Forecasting,Mid,4,90404,Bootcamp,Telecom,Medium,2025,Onsite,4.27,18,54.19458594,0.149,88,2.23,99,10,17,96,29,81,72,54,20,76,1.12,74
India,Software Engineer AI,LLM,Lead,16,55684,PhD,Tech,Startup,2022,Remote,4.71,39,53.71520465,0.131,62,3.8,91.01,14,15,38,35,84,44,52,69,48,1.95,68
India,Machine Learning Engineer,Forecasting,Entry,1,28000,PhD,Education,Startup,2022,Hybrid,4.69,22,41.12722286,0.324,51,1.34,86.5,7,16,53,36,58,37,62,74,99,1.61,57
UAE,NLP Engineer,MLOps,Mid,5,99822,Bachelor,Energy,Enterprise,2026,Onsite,3.42,31,50.3932077,0.133,66,5.32,61.5,6,16,73,85,82,56,53,12,64,1.63,66
Singapore,Computer Vision Engineer,Analytics,Senior,6,132960,Master,Retail,Large,2021,Hybrid,4.41,34,60.69608841,0.106,61,8.88,95.12,5,11,66,59,86,68,58,36,76,1.58,75
India,Research Scientist,Forecasting,Senior,10,65265,Bachelor,Energy,Startup,2022,Remote,4.72,16,63.79135247,0.089,70,8.49,92.33,11,13,72,7,81,65,68,55,27,1.14,71
USA,AI Engineer,Computer Vision,Lead,17,182723,Diploma,Tech,Enterprise,2023,Onsite,3.8,22,54.47708911,0.031,83,7.19,49.27,12,22,63,6,92,65,71,74,66,1.17,92
Brazil,Computer Vision Engineer,NLP,Lead,18,77637,Master,Energy,Enterprise,2024,Hybrid,4.43,19,53.39210694,0.089,52,7.24,99.62,5,16,6,40,80,54,77,15,95,2.21,71
USA,AI Engineer,MLOps,Lead,14,204293,Bootcamp,Retail,Startup,2025,Remote,4.1,13,61.94121565,0.095,62,2.26,52.46,4,21,74,13,74,44,74,88,84,1.95,75
Netherlands,Software Engineer AI,Computer Vision,Senior,11,124327,Bachelor,Consulting,Large,2026,Remote,3.43,11,60.05358192,0.095,48,1.67,63.11,7,24,6,76,80,29,59,37,15,2.35,68
UAE,NLP Engineer,MLOps,Lead,12,102786,Diploma,Retail,Large,2024,Onsite,3.55,22,24.9673381,0.089,76,6.48,71.28,13,18,13,7,85,63,65,26,7,1.8,76
India,AI Engineer,LLM,Entry,0,30909,Bootcamp,Automotive,Small,2021,Hybrid,3.87,19,70.51960143,0.423,63,7.89,95.9,11,29,41,17,67,59,74,31,76,1.63,68
Canada,Data Scientist,LLM,Lead,16,138969,Bootcamp,Retail,Medium,2025,Onsite,3.91,16,22.88112106,0,71,0.31,53.19,10,12,52,77,89,51,77,28,72,0.71,76
UAE,Computer Vision Engineer,Generative AI,Mid,4,70352,Bootcamp,Tech,Enterprise,2024,Hybrid,4.49,19,38.35439546,0.224,82,6.74,57.27,7,23,95,32,78,62,74,12,69,1.36,72
India,Data Analyst,NLP,Senior,9,36110,Master,Education,Medium,2026,Onsite,3.92,10,57.39058273,0.058,66,7.22,81.01,13,27,4,93,84,57,61,44,20,0.62,62
Canada,Data Scientist,Computer Vision,Lead,15,173223,Bachelor,Consulting,Enterprise,2026,Hybrid,3.78,17,36.9104801,0,77,8.57,57.33,5,23,10,34,89,72,68,18,61,0.68,73
Germany,Research Scientist,Forecasting,Entry,0,76955,PhD,Education,Small,2020,Onsite,4.05,21,32.24165207,0.338,91,8.66,81.08,5,18,17,68,71,87,78,52,62,0.53,81
Japan,Research Scientist,Forecasting,Lead,16,141131,Master,Consulting,Large,2021,Remote,4.47,15,53.87769138,0.035,93,6.21,59.32,12,21,99,10,92,69,62,83,98,1.15,70
Canada,Computer Vision Engineer,Reinforcement Learning,Mid,3,73318,Master,Telecom,Medium,2023,Hybrid,4.61,23,84.86520508,0.157,86,2.36,70.17,13,29,39,70,79,62,71,31,3,0.92,70
Australia,Machine Learning Engineer,Forecasting,Senior,6,104540,Bachelor,Automotive,Enterprise,2023,Hybrid,3.82,5,20.91395837,0.058,86,1.82,69.58,12,13,78,22,79,55,69,39,22,0.87,74
Singapore,Software Engineer AI,Computer Vision,Mid,2,79909,Master,Consulting,Medium,2022,Onsite,4.02,39,23.90385475,0.11,81,2.99,76.1,14,15,5,31,85,59,66,33,82,1.52,71
UAE,Computer Vision Engineer,Analytics,Lead,12,103501,Bootcamp,Gaming,Small,2023,Onsite,4.53,24,37.8851658,0.039,55,4.49,82.02,7,30,33,5,86,48,79,72,83,0.72,74
India,Computer Vision Engineer,NLP,Entry,0,29147,Diploma,Telecom,Small,2024,Remote,3.71,34,86.47367103,0.345,58,5.39,94.41,10,12,40,86,66,46,63,13,21,1.5,65
UAE,NLP Engineer,Analytics,Lead,13,107147,Bootcamp,Finance,Large,2026,Hybrid,3.64,18,48.66859729,0.068,90,1.89,64.24,8,21,39,76,92,46,71,45,65,2.05,78
India,Software Engineer AI,Forecasting,Entry,0,30214,Bootcamp,Automotive,Large,2022,Remote,3.43,23,27.77072512,0.42,93,7.39,46.18,12,29,2,54,64,71,73,29,96,2.47,64
Japan,NLP Engineer,Generative AI,Senior,10,125801,Master,Automotive,Enterprise,2020,Hybrid,3.61,11,38.99302377,0.119,66,9.44,81.28,6,13,93,25,88,71,69,37,10,0.56,77
Singapore,Software Engineer AI,MLOps,Mid,4,93713,Diploma,Healthcare,Small,2026,Hybrid,3.69,22,60.61243447,0.241,50,4.5,70.62,5,20,95,59,69,45,59,16,31,1.14,78
Australia,NLP Engineer,Generative AI,Lead,12,121612,PhD,Retail,Enterprise,2021,Remote,3.84,22,11.9978722,0.076,59,3.42,88.27,4,17,85,36,92,49,80,38,24,1.32,79
UAE,Software Engineer AI,Generative AI,Entry,1,66622,Bootcamp,Healthcare,Large,2024,Remote,3.57,24,44.74297446,0.469,63,8.97,59.44,7,24,43,1,60,58,72,27,34,1.2,67
Singapore,AI Engineer,Computer Vision,Entry,1,77193,Diploma,Automotive,Medium,2026,Onsite,4.38,21,74.12706499,0.437,65,5.38,53.06,5,26,33,7,65,55,76,12,84,1.73,74
Australia,NLP Engineer,Reinforcement Learning,Lead,15,152093,Bachelor,Energy,Small,2026,Remote,4.52,15,59.87744384,0.096,79,8.85,66.19,14,13,76,96,91,76,56,73,10,2.08,82
Brazil,Machine Learning Engineer,Analytics,Entry,0,33800,Bachelor,Education,Large,2020,Remote,3.63,8,65.6510864,0.354,70,7.73,96.37,10,22,98,87,69,63,63,39,32,2.08,59
Brazil,Data Scientist,MLOps,Senior,8,58050,Diploma,Finance,Startup,2021,Hybrid,3.4,19,37.64292022,0.08,41,6.34,93.44,11,19,14,56,70,41,64,29,52,0.98,63
UAE,Research Scientist,LLM,Senior,9,140368,Diploma,Retail,Large,2025,Onsite,3.53,17,38.87410179,0.082,75,8.6,56.16,11,22,81,33,85,62,80,43,16,1.94,89
France,Data Analyst,LLM,Senior,6,57355,Bootcamp,Healthcare,Medium,2025,Remote,4.22,34,38.32467481,0.14,77,7.94,76.85,14,21,74,45,79,76,86,40,94,1.44,74
Brazil,AI Engineer,Analytics,Lead,17,78663,Diploma,Tech,Small,2024,Onsite,3.8,5,46.40819567,0.092,70,4.83,92.93,14,28,99,3,86,62,63,37,7,0.53,70
Australia,Computer Vision Engineer,Generative AI,Lead,17,160077,Bootcamp,Finance,Small,2023,Hybrid,3.46,20,40.85332026,0.059,72,8.43,89.59,8,20,68,8,84,76,67,21,29,2.14,65
Australia,AI Engineer,LLM,Mid,5,101994,PhD,Telecom,Enterprise,2021,Hybrid,3.69,17,97.27984505,0.213,65,2.05,59.2,6,23,10,20,73,52,63,12,84,0.79,80
Singapore,NLP Engineer,Generative AI,Senior,7,113192,Bootcamp,Gaming,Medium,2026,Onsite,3.41,27,31.70684611,0.061,92,1.97,64.08,14,22,59,50,90,60,72,27,85,1.98,77
Germany,Research Scientist,Reinforcement Learning,Senior,9,137424,Bootcamp,Tech,Large,2026,Remote,4.3,10,49.8399631,0.014,88,5.82,94.82,6,25,70,25,89,67,52,31,42,1.95,63
Netherlands,Data Scientist,Analytics,Lead,12,123575,Bootcamp,Retail,Startup,2023,Onsite,4.06,10,61.70188399,0.093,75,1.17,95.64,11,27,89,37,68,43,55,73,67,0.99,77
India,Data Scientist,Reinforcement Learning,Senior,10,53628,Bachelor,Tech,Enterprise,2020,Remote,3.42,13,95.75184663,0.086,94,1.63,62.03,10,30,42,91,87,63,50,16,50,2.43,60
Japan,Data Scientist,Analytics,Senior,10,91037,Diploma,Finance,Small,2023,Onsite,3.23,20,51.29009251,0.085,36,4.45,78.54,9,14,94,83,84,39,60,35,63,0.96,68
Australia,AI Engineer,LLM,Mid,4,84295,Bachelor,Consulting,Enterprise,2023,Remote,4.07,17,69.55309641,0.139,78,5.06,48.28,7,24,50,93,82,53,96,12,24,2.08,77
UAE,Research Scientist,MLOps,Entry,1,63621,Bachelor,Tech,Enterprise,2026,Onsite,4.79,15,50.47770034,0.359,100,2.13,76.17,4,12,7,8,68,73,67,13,75,0.64,71
UK,Research Scientist,NLP,Lead,18,227284,PhD,Retail,Small,2022,Onsite,4.03,30,47.47170401,0.046,100,5.8,56.24,11,11,60,4,81,82,50,71,79,1.04,75
France,Software Engineer AI,Computer Vision,Lead,17,143625,Bootcamp,Education,Startup,2021,Hybrid,4.79,3,41.3598349,0.07,80,3.12,83.81,14,23,30,91,73,60,49,92,76,2.5,73
UAE,Data Analyst,Computer Vision,Lead,12,74488,Master,Education,Large,2021,Hybrid,3.77,18,74.69663882,0.064,100,4.47,48.51,12,25,8,97,78,77,75,31,71,0.76,74
Singapore,Machine Learning Engineer,MLOps,Senior,11,135670,Diploma,Finance,Large,2024,Onsite,3.83,9,68.60206833,0.157,54,5.65,47.9,6,21,96,7,83,46,88,21,52,1.92,82
Brazil,Machine Learning Engineer,NLP,Entry,1,38600,Master,Healthcare,Small,2021,Onsite,4.74,22,49.30584634,0.387,65,4.21,63.66,11,19,68,2,57,55,79,40,20,1.44,73
Australia,Research Scientist,Reinforcement Learning,Lead,16,191478,Bachelor,Consulting,Medium,2020,Onsite,3.25,18,51.16647001,0.061,87,7.57,99.34,5,10,59,3,79,76,55,28,91,1.55,77
Netherlands,AI Engineer,Generative AI,Entry,0,74707,Bachelor,Consulting,Startup,2023,Hybrid,3.28,32,33.62760098,0.407,66,7.41,80.08,9,13,18,65,49,62,54,63,58,2.29,59
Singapore,Computer Vision Engineer,Computer Vision,Senior,7,124360,Bachelor,Healthcare,Enterprise,2025,Onsite,3.98,16,62.2109396,0.041,73,3.72,68.11,14,12,22,69,93,45,55,21,79,1.18,75
Australia,NLP Engineer,Generative AI,Lead,17,164353,Bootcamp,Education,Medium,2023,Onsite,4.2,19,40.92896701,0.078,50,5.94,48.45,5,18,4,82,89,44,69,25,95,2.12,82
France,AI Engineer,Reinforcement Learning,Senior,10,130305,Master,Retail,Enterprise,2024,Hybrid,4.51,20,64.73466606,0.106,71,0.8,93.33,12,21,100,63,74,45,70,35,42,2.32,68
Brazil,Machine Learning Engineer,MLOps,Mid,2,39143,Bootcamp,Finance,Small,2022,Hybrid,3.23,10,58.19034955,0.147,67,8.17,81.03,14,13,58,60,77,68,80,12,45,1.84,79
France,Research Scientist,MLOps,Lead,15,177993,Bachelor,Consulting,Large,2025,Remote,3.5,21,42.14592317,0.087,79,7.03,60.78,13,16,92,100,84,62,63,32,15,1.75,77
